DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,RaceName,Country,Round,positions_gained,is_winner,podium,dnf,driver_team_combo,Driver,avg_lap_time,fastest_lap_time,lap_time_std,num_laps,num_stints,most_used_compound,avg_tyre_life,num_personal_bests,num_pitstops,best_sector1,best_sector2,best_sector3,Year
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,10.0,10,12.0,,,,,+1 Lap,1.0,Italian Grand Prix,Italy,14,2.0,0,0,1,SIR_Williams,SIR,88.858769,83.768,9.88302,104.0,2.0,SUPERSOFT,15.411764705882351,30,2.0,27.638,28.297,27.833,2018
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,11.0,11,15.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,4.0,0,0,1,LEC_Sauber,LEC,88.966307,84.504,10.238799,104.0,2.0,SOFT,14.352941176470589,26,2.0,27.871,28.445,27.983,2018
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,12.0,12,17.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,5.0,0,0,1,VAN_McLaren,VAN,89.176826,84.772,10.272682,104.0,2.0,SOFT,13.372549019607844,22,2.0,27.907,28.819,27.991,2018
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,13.0,13,20.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,7.0,0,0,1,HUL_Renault,HUL,89.199288,84.059,10.282566,104.0,2.0,SOFT,17.372549019607842,22,4.0,27.369,28.501,27.834,2018
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,14.0,14,9.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,GAS_Toro Rosso,GAS,89.250634,84.767,10.005409,104.0,2.0,SUPERSOFT,16.294117647058822,24,2.0,27.711,28.779,28.124,2018
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,15.0,15,18.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,3.0,0,0,1,ERI_Sauber,ERI,89.310538,83.768,10.815015,104.0,2.0,SUPERSOFT,17.96078431372549,24,4.0,27.747,28.286,27.676,2018
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,16.0,16,11.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,MAG_Haas F1 Team,MAG,90.3485,85.692,10.552751,104.0,2.0,MEDIUM,24.11764705882353,28,2.0,28.224,28.899,28.336,2018
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,17.0,R,19.0,,,,,Engine,0.0,Italian Grand Prix,Italy,14,2.0,0,0,1,RIC_Red Bull Racing,RIC,91.698695,85.229,14.756153,46.0,1.0,SUPERSOFT,11.5,14,2.0,27.654,28.919,28.319,2018
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,18.0,R,13.0,,,,,Engine,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,ALO_McLaren,ALO,102.536555,87.009,18.729925,18.0,1.0,SUPERSOFT,4.5,10,2.0,28.264,29.667,28.866,2018
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,19.0,R,16.0,,,,,Brakes,0.0,Italian Grand Prix,Italy,14,-3.0,0,0,1,HAR_Toro Rosso,,,,,,,,,,,,,,2018
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,20.0,D,6.0,,,,,Disqualified,0.0,Italian Grand Prix,Italy,14,-14.0,0,0,1,GRO_Haas F1 Team,GRO,88.128377,84.243,9.926031,106.0,2.0,SOFT,15.076923076923077,36,2.0,27.917,28.382,27.729,2018
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,1.0,1,6.0,,,,0 days 01:35:36.380000,Finished,25.0,Chinese Grand Prix,China,3,5.0,1,1,0,RIC_Red Bull Racing,RIC,100.498296,95.785,9.462532,54.0,2.0,ULTRASOFT,22.547169811320753,20,2.0,25.606,28.43,41.706,2018
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,2.0,2,3.0,,,,0 days 00:00:08.894000,Finished,18.0,Chinese Grand Prix,China,3,1.0,0,1,0,BOT_Mercedes,BOT,100.447092,96.987,9.630193,54.0,2.0,SOFT,22.547169811320753,6,1.0,25.849,28.597,41.749,2018
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,3.0,3,2.0,,,,0 days 00:00:09.637000,Finished,15.0,Chinese Grand Prix,China,3,-1.0,0,1,0,RAI_Ferrari,RAI,101.617,96.456,10.594787,55.0,2.0,SOFT,22.75925925925926,9,1.0,25.649,28.839,41.756,2018
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,4.0,4,4.0,,,,0 days 00:00:16.985000,Finished,12.0,Chinese Grand Prix,China,3,0.0,0,0,0,HAM_Mercedes,HAM,100.73324,96.878,9.305258,54.0,2.0,SOFT,21.81132075471698,6,1.0,25.704,28.772,41.943,2018
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,5.0,5,5.0,,,,0 days 00:00:20.436000,Finished,10.0,Chinese Grand Prix,China,3,0.0,0,0,0,VER_Red Bull Racing,VER,100.549407,96.206,9.409427,54.0,3.0,ULTRASOFT,21.641509433962263,15,2.0,25.547,28.749,41.593,2018
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,6.0,6,7.0,,,,0 days 00:00:21.052000,Finished,8.0,Chinese Grand Prix,China,3,1.0,0,0,0,HUL_Renault,HUL,101.929618,96.881,9.507463,55.0,3.0,ULTRASOFT,21.88888888888889,22,2.0,25.839,28.966,42.009,2018
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,7.0,7,13.0,,,,0 days 00:00:30.639000,Finished,6.0,Chinese Grand Prix,China,3,6.0,0,0,0,ALO_McLaren,ALO,102.982482,97.234,9.920161,56.0,2.0,SOFT,20.472727272727273,15,1.0,25.774,28.883,42.164,2018
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,8.0,8,1.0,,,,0 days 00:00:35.286000,Finished,4.0,Chinese Grand Prix,China,3,-7.0,0,0,0,VET_Ferrari,VET,100.964703,97.479,9.606,54.0,2.0,SOFT,21.346153846153847,4,1.0,25.904,29.024,41.98,2018
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,9.0,9,9.0,,,,0 days 00:00:35.763000,Finished,2.0,Chinese Grand Prix,China,3,0.0,0,0,0,SAI_Renault,SAI,102.203,97.754,8.836696,55.0,3.0,ULTRASOFT,21.88888888888889,19,2.0,26.054,29.15,41.812,2018
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,10.0,10,11.0,,,,0 days 00:00:39.594000,Finished,1.0,Chinese Grand Prix,China,3,1.0,0,0,0,MAG_Haas F1 Team,MAG,103.142392,98.152,10.558185,56.0,2.0,SOFT,23.09090909090909,18,1.0,26.059,29.28,42.507,2018
31,E OCON,OCO,ocon,Force India,F596C8,force_india,Esteban,Ocon,Esteban Ocon,,,11.0,11,12.0,,,,0 days 00:00:44.050000,Finished,0.0,Chinese Grand Prix,China,3,1.0,0,0,0,OCO_Force India,OCO,103.221964,97.985,10.518634,56.0,3.0,SOFT,19.654545454545456,17,2.0,26.109,29.233,42.389,2018
11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,12.0,12,8.0,,,,0 days 00:00:44.725000,Finished,0.0,Chinese Grand Prix,China,3,-4.0,0,0,0,PER_Force India,PER,103.234017,97.673,9.847902,56.0,3.0,ULTRASOFT,22.10909090909091,9,2.0,25.825,29.13,42.11,2018
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,13.0,13,14.0,,,,0 days 00:00:49.373000,Finished,0.0,Chinese Grand Prix,China,3,1.0,0,0,0,VAN_McLaren,VAN,103.317017,98.137,9.498012,56.0,2.0,SOFT,19.818181818181817,11,1.0,26.154,29.311,42.495,2018
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,14.0,14,18.0,,,,0 days 00:00:55.490000,Finished,0.0,Chinese Grand Prix,China,3,4.0,0,0,0,STR_Williams,STR,103.42625,98.5,9.313181,56.0,2.0,SOFT,19.818181818181817,12,1.0,26.218,29.422,42.658,2018
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,15.0,15,16.0,,,,0 days 00:00:58.241000,Finished,0.0,Chinese Grand Prix,China,3,1.0,0,0,0,SIR_Williams,SIR,103.475375,98.624,8.599115,56.0,3.0,SOFT,19.818181818181817,12,2.0,26.224,29.45,42.637,2018
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,16.0,16,20.0,,,,0 days 00:01:02.604000,Finished,0.0,Chinese Grand Prix,China,3,4.0,0,0,0,ERI_Sauber,ERI,101.607185,98.386,4.286441,54.0,2.0,SOFT,19.41509433962264,20,1.0,26.322,29.336,42.603,2018
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,17.0,17,10.0,,,,0 days 00:01:05.296000,Finished,0.0,Chinese Grand Prix,China,3,-7.0,0,0,0,GRO_Haas F1 Team,GRO,103.601357,97.41,10.446888,56.0,2.0,ULTRASOFT,22.272727272727273,13,2.0,25.988,28.891,42.241,2018
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,18.0,18,17.0,,,,0 days 00:01:06.330000,Finished,0.0,Chinese Grand Prix,China,3,-1.0,0,0,0,GAS_Toro Rosso,GAS,102.36129,98.367,7.545814,55.0,3.0,MEDIUM,19.444444444444443,9,2.0,26.223,29.401,42.515,2018
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,19.0,19,19.0,,,,0 days 00:01:22.575000,Finished,0.0,Chinese Grand Prix,China,3,0.0,0,0,0,LEC_Sauber,LEC,101.879703,98.808,3.561535,54.0,2.0,SOFT,19.41509433962264,11,1.0,26.134,29.752,42.599,2018
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,20.0,20,15.0,,,,,Collision damage,0.0,Chinese Grand Prix,China,3,-5.0,0,0,1,HAR_Toro Rosso,HAR,102.235102,99.376,4.330468,49.0,2.0,ULTRASOFT,20.604166666666668,11,3.0,26.4,29.796,42.839,2018
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,3.0,,,,0 days 01:16:54.484000,Finished,25.0,Italian Grand Prix,Italy,14,2.0,1,1,0,HAM_Mercedes,HAM,87.065735,82.497,9.961,106.0,2.0,SUPERSOFT,15.076923076923077,20,2.0,27.346,27.664,27.35,2018
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,2.0,2,1.0,,,,0 days 00:00:08.705000,Finished,18.0,Italian Grand Prix,Italy,14,-1.0,0,1,0,RAI_Ferrari,RAI,87.229981,83.515,10.047356,106.0,2.0,SOFT,15.411764705882351,20,2.0,27.388,28.238,27.345,2018
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,3.0,3,4.0,,,,0 days 00:00:14.066000,Finished,15.0,Italian Grand Prix,Italy,14,1.0,0,1,0,BOT_Mercedes,BOT,87.331132,82.907,10.00009,106.0,2.0,SUPERSOFT,17.076923076923077,24,2.0,27.291,28.044,27.306,2018
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,4.0,4,2.0,,,,0 days 00:00:16.151000,Finished,12.0,Italian Grand Prix,Italy,14,-2.0,0,0,0,VET_Ferrari,VET,87.370471,82.505,10.881522,106.0,2.0,SOFT,14.961538461538462,24,4.0,27.179,27.892,27.275,2018
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,5.0,5,5.0,,,,0 days 00:00:18.208000,Finished,10.0,Italian Grand Prix,Italy,14,0.0,0,0,0,VER_Red Bull Racing,VER,87.314943,83.609,9.981059,106.0,2.0,SOFT,14.961538461538462,26,2.0,27.476,28.161,27.602,2018
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,6.0,6,8.0,,,,0 days 00:00:57.761000,Finished,8.0,Italian Grand Prix,Italy,14,2.0,0,0,0,OCO_Racing Point,OCO,88.155566,84.179,9.880555,106.0,2.0,SUPERSOFT,17.96153846153846,36,2.0,27.542,28.509,27.9,2018
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,7.0,7,14.0,,,,0 days 00:00:58.678000,Finished,6.0,Italian Grand Prix,Italy,14,7.0,0,0,0,PER_Racing Point,PER,88.172867,83.529,10.176329,106.0,2.0,SUPERSOFT,16.26923076923077,30,2.0,27.209,28.266,27.738,2018
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,8.0,8,7.0,,,,0 days 00:01:18.140000,Finished,4.0,Italian Grand Prix,Italy,14,-1.0,0,0,0,SAI_Renault,SAI,88.540075,84.056,9.808221,106.0,2.0,SUPERSOFT,18.46153846153846,26,2.0,27.61,28.383,28.063,2018
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,9.0,9,10.0,,,,,+1 Lap,2.0,Italian Grand Prix,Italy,14,1.0,0,0,1,STR_Williams,STR,88.754326,84.58,9.929891,104.0,2.0,SUPERSOFT,16.666666666666668,20,2.0,27.406,28.403,28.081,2018
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,10.0,10,12.0,,,,,+1 Lap,1.0,Italian Grand Prix,Italy,14,2.0,0,0,1,SIR_Williams,SIR,88.858769,83.768,9.88302,104.0,2.0,SUPERSOFT,15.411764705882351,30,2.0,27.638,28.297,27.833,2018
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,11.0,11,15.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,4.0,0,0,1,LEC_Sauber,LEC,88.966307,84.504,10.238799,104.0,2.0,SOFT,14.352941176470589,26,2.0,27.871,28.445,27.983,2018
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,12.0,12,17.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,5.0,0,0,1,VAN_McLaren,VAN,89.176826,84.772,10.272682,104.0,2.0,SOFT,13.372549019607844,22,2.0,27.907,28.819,27.991,2018
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,13.0,13,20.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,7.0,0,0,1,HUL_Renault,HUL,89.199288,84.059,10.282566,104.0,2.0,SOFT,17.372549019607842,22,4.0,27.369,28.501,27.834,2018
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,14.0,14,9.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,GAS_Toro Rosso,GAS,89.250634,84.767,10.005409,104.0,2.0,SUPERSOFT,16.294117647058822,24,2.0,27.711,28.779,28.124,2018
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,15.0,15,18.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,3.0,0,0,1,ERI_Sauber,ERI,89.310538,83.768,10.815015,104.0,2.0,SUPERSOFT,17.96078431372549,24,4.0,27.747,28.286,27.676,2018
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,16.0,16,11.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,MAG_Haas F1 Team,MAG,90.3485,85.692,10.552751,104.0,2.0,MEDIUM,24.11764705882353,28,2.0,28.224,28.899,28.336,2018
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,17.0,R,19.0,,,,,Engine,0.0,Italian Grand Prix,Italy,14,2.0,0,0,1,RIC_Red Bull Racing,RIC,91.698695,85.229,14.756153,46.0,1.0,SUPERSOFT,11.5,14,2.0,27.654,28.919,28.319,2018
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,18.0,R,13.0,,,,,Engine,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,ALO_McLaren,ALO,102.536555,87.009,18.729925,18.0,1.0,SUPERSOFT,4.5,10,2.0,28.264,29.667,28.866,2018
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,19.0,R,16.0,,,,,Brakes,0.0,Italian Grand Prix,Italy,14,-3.0,0,0,1,HAR_Toro Rosso,,,,,,,,,,,,,,2018
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,20.0,D,6.0,,,,,Disqualified,0.0,Italian Grand Prix,Italy,14,-14.0,0,0,1,GRO_Haas F1 Team,GRO,88.128377,84.243,9.926031,106.0,2.0,SOFT,15.076923076923077,36,2.0,27.917,28.382,27.729,2018
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,1.0,,,,0 days 01:51:11.611000,Finished,25.0,Singapore Grand Prix,Singapore,15,0.0,1,1,0,HAM_Mercedes,HAM,106.560965,102.913,5.903664,58.0,2.0,SOFT,21.087719298245613,10,1.0,28.085,39.879,34.94,2018
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,2.0,2,2.0,,,,0 days 00:00:08.961000,Finished,18.0,Singapore Grand Prix,Singapore,15,0.0,0,1,0,VER_Red Bull Racing,VER,106.722017,103.345,6.005473,58.0,2.0,SOFT,20.333333333333332,16,1.0,28.164,39.874,35.283,2018
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,3.0,3,3.0,,,,0 days 00:00:39.984000,Finished,15.0,Singapore Grand Prix,Singapore,15,0.0,0,1,0,VET_Ferrari,VET,107.251155,104.669,5.587267,58.0,2.0,ULTRASOFT,21.80701754385965,8,1.0,28.304,39.8,35.456,2018
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,4.0,4,4.0,,,,0 days 00:00:51.930000,Finished,12.0,Singapore Grand Prix,Singapore,15,0.0,0,0,0,BOT_Mercedes,BOT,107.4775,104.72,5.954686,58.0,2.0,SOFT,20.789473684210527,13,1.0,28.465,40.63,35.508,2018
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,5.0,5,5.0,,,,0 days 00:00:53.001000,Finished,10.0,Singapore Grand Prix,Singapore,15,0.0,0,0,0,RAI_Ferrari,RAI,107.514948,104.715,6.157183,58.0,2.0,SOFT,18.57894736842105,11,1.0,28.171,39.875,35.643,2018
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,6.0,6,6.0,,,,0 days 00:00:53.982000,Finished,8.0,Singapore Grand Prix,Singapore,15,0.0,0,0,0,RIC_Red Bull Racing,RIC,107.530034,103.12,6.519924,58.0,2.0,ULTRASOFT,17.70175438596491,17,1.0,27.981,39.84,35.276,2018
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,7.0,7,11.0,,,,0 days 00:01:43.001000,Finished,6.0,Singapore Grand Prix,Singapore,15,4.0,0,0,0,ALO_McLaren,ALO,108.386241,103.164,6.833992,58.0,2.0,ULTRASOFT,17.07017543859649,13,1.0,28.304,39.738,35.104,2018
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,8.0,8,12.0,,,,,+1 Lap,4.0,Singapore Grand Prix,Singapore,15,4.0,0,0,1,SAI_Renault,SAI,108.861105,105.211,6.853462,57.0,2.0,ULTRASOFT,16.714285714285715,21,1.0,28.694,40.529,35.853,2018
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,9.0,9,13.0,,,,,+1 Lap,2.0,Singapore Grand Prix,Singapore,15,4.0,0,0,1,LEC_Sauber,LEC,109.21821,105.203,7.667991,57.0,2.0,ULTRASOFT,16.964285714285715,19,1.0,28.506,40.462,35.748,2018
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,10.0,10,10.0,,,,,+1 Lap,1.0,Singapore Grand Prix,Singapore,15,0.0,0,0,1,HUL_Renault,HUL,109.365,106.093,6.9646609999999995,57.0,2.0,ULTRASOFT,20.839285714285715,13,1.0,28.813,40.438,35.986,2018
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,11.0,11,14.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,3.0,0,0,1,ERI_Sauber,ERI,109.723719,105.169,7.86096,57.0,2.0,ULTRASOFT,27.571428571428573,17,1.0,28.301,40.428,36.125,2018
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,12.0,12,18.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,6.0,0,0,1,VAN_McLaren,VAN,110.494431,105.555,10.051625,58.0,2.0,ULTRASOFT,29.0,21,1.0,28.653,40.638,36.054,2018
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,13.0,13,15.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,2.0,0,0,1,GAS_Toro Rosso,GAS,109.808929,106.063,7.31085,57.0,2.0,ULTRASOFT,16.321428571428573,15,1.0,28.785,40.746,35.834,2018
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,14.0,14,20.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,6.0,0,0,1,STR_Williams,STR,110.677,106.033,10.054155,58.0,2.0,SOFT,17.31578947368421,20,1.0,28.713,40.939,36.199,2018
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,15.0,15,8.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,-7.0,0,0,1,GRO_Haas F1 Team,GRO,109.709105,105.904,6.628188,57.0,2.0,SOFT,20.357142857142858,16,1.0,28.85,41.029,35.886,2018
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,16.0,16,7.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,-9.0,0,0,1,PER_Racing Point,PER,110.173807,105.389,7.542054,57.0,4.0,SOFT,12.196428571428571,8,3.0,28.673,40.759,35.883,2018
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,17.0,17,17.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,0.0,0,0,1,HAR_Toro Rosso,HAR,110.61021,104.889,8.700299,57.0,3.0,HYPERSOFT,11.392857142857142,8,2.0,28.6,40.358,35.681,2018
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,18.0,18,16.0,,,,,+2 Laps,0.0,Singapore Grand Prix,Singapore,15,-2.0,0,0,1,MAG_Haas F1 Team,MAG,110.890875,101.905,8.829327,56.0,3.0,HYPERSOFT,11.818181818181818,16,3.0,27.993,39.012,34.9,2018
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,19.0,19,19.0,,,,,+2 Laps,0.0,Singapore Grand Prix,Singapore,15,0.0,0,0,1,SIR_Williams,SIR,112.556438,105.902,9.577728,57.0,2.0,SOFT,27.517857142857142,16,1.0,28.748,40.99,36.01,2018
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,20.0,R,9.0,,,,,Collision,0.0,Singapore Grand Prix,Singapore,15,-11.0,0,0,1,OCO_Racing Point,,,,,,,,,,,,,,2018
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,1.0,,,,0 days 01:39:40.382000,Finished,25.0,Abu Dhabi Grand Prix,United Arab Emirates,21,0.0,1,1,0,HAM_Mercedes,HAM,105.611461,101.357,8.099087,52.0,2.0,SUPERSOFT,23.21153846153846,12,1.0,17.488,43.494,40.131,2018
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,2.0,2,3.0,,,,0 days 00:00:02.581000,Finished,18.0,Abu Dhabi Grand Prix,United Arab Emirates,21,1.0,0,1,0,VET_Ferrari,VET,105.799134,100.867,8.40941,52.0,2.0,SUPERSOFT,18.596153846153847,10,1.0,17.562,43.248,40.057,2018
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,3.0,3,6.0,,,,0 days 00:00:12.706000,Finished,15.0,Abu Dhabi Grand Prix,United Arab Emirates,21,3.0,0,1,0,VER_Red Bull Racing,VER,106.101442,101.909,8.983347,52.0,2.0,SUPERSOFT,17.826923076923077,16,1.0,17.658,43.425,40.378,2018
