DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,RaceName,Country,Round,positions_gained,is_winner,podium,dnf,driver_team_combo
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,10.0,10,8.0,,,,0 days 00:01:33.873000,Finished,1.0,French Grand Prix,France,8,-2.0,0,0,0,LEC_Sauber
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,11.0,11,10.0,,,,,+1 Lap,0.0,French Grand Prix,France,8,-1.0,0,0,1,GRO_Haas F1 Team
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,12.0,12,17.0,,,,,+1 Lap,0.0,French Grand Prix,France,8,5.0,0,0,1,VAN_McLaren
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,13.0,13,15.0,,,,,+1 Lap,0.0,French Grand Prix,France,8,2.0,0,0,1,ERI_Sauber
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,14.0,14,20.0,,,,,+1 Lap,0.0,French Grand Prix,France,8,6.0,0,0,1,HAR_Toro Rosso
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,15.0,15,18.0,,,,,+1 Lap,0.0,French Grand Prix,France,8,3.0,0,0,1,SIR_Williams
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,16.0,16,16.0,,,,,Wheel,0.0,French Grand Prix,France,8,0.0,0,0,1,ALO_McLaren
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,17.0,17,19.0,,,,,Puncture,0.0,French Grand Prix,France,8,2.0,0,0,1,STR_Williams
11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,18.0,R,13.0,,,,,Engine,0.0,French Grand Prix,France,8,-5.0,0,0,1,PER_Force India
31,E OCON,OCO,ocon,Force India,F596C8,force_india,Esteban,Ocon,Esteban Ocon,,,19.0,R,11.0,,,,,Collision,0.0,French Grand Prix,France,8,-8.0,0,0,1,OCO_Force India
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,20.0,R,14.0,,,,,Collision,0.0,French Grand Prix,France,8,-6.0,0,0,1,GAS_Toro Rosso
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,1.0,,,,0 days 01:35:29.972000,Finished,25.0,Spanish Grand Prix,Spain,5,0.0,1,1,0,HAM_Mercedes
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,2.0,2,2.0,,,,0 days 00:00:20.593000,Finished,18.0,Spanish Grand Prix,Spain,5,0.0,0,1,0,BOT_Mercedes
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,3.0,3,5.0,,,,0 days 00:00:26.873000,Finished,15.0,Spanish Grand Prix,Spain,5,2.0,0,1,0,VER_Red Bull Racing
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,4.0,4,3.0,,,,0 days 00:00:27.584000,Finished,12.0,Spanish Grand Prix,Spain,5,-1.0,0,0,0,VET_Ferrari
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,5.0,5,6.0,,,,0 days 00:00:50.058000,Finished,10.0,Spanish Grand Prix,Spain,5,1.0,0,0,0,RIC_Red Bull Racing
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,6.0,6,7.0,,,,,+1 Lap,8.0,Spanish Grand Prix,Spain,5,1.0,0,0,1,MAG_Haas F1 Team
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,7.0,7,9.0,,,,,+1 Lap,6.0,Spanish Grand Prix,Spain,5,2.0,0,0,1,SAI_Renault
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,8.0,8,8.0,,,,,+1 Lap,4.0,Spanish Grand Prix,Spain,5,0.0,0,0,1,ALO_McLaren
11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,9.0,9,15.0,,,,,+2 Laps,2.0,Spanish Grand Prix,Spain,5,6.0,0,0,1,PER_Force India
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,10.0,10,14.0,,,,,+2 Laps,1.0,Spanish Grand Prix,Spain,5,4.0,0,0,1,LEC_Sauber
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,11.0,11,18.0,,,,,+2 Laps,0.0,Spanish Grand Prix,Spain,5,7.0,0,0,1,STR_Williams
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,12.0,12,20.0,,,,,+2 Laps,0.0,Spanish Grand Prix,Spain,5,8.0,0,0,1,HAR_Toro Rosso
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,13.0,13,17.0,,,,,+2 Laps,0.0,Spanish Grand Prix,Spain,5,4.0,0,0,1,ERI_Sauber
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,14.0,14,19.0,,,,,+3 Laps,0.0,Spanish Grand Prix,Spain,5,5.0,0,0,1,SIR_Williams
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,15.0,R,11.0,,,,,Gearbox,0.0,Spanish Grand Prix,Spain,5,-4.0,0,0,1,VAN_McLaren
31,E OCON,OCO,ocon,Force India,F596C8,force_india,Esteban,Ocon,Esteban Ocon,,,16.0,R,13.0,,,,,Oil leak,0.0,Spanish Grand Prix,Spain,5,-3.0,0,0,1,OCO_Force India
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,17.0,R,4.0,,,,,Turbo,0.0,Spanish Grand Prix,Spain,5,-13.0,0,0,1,RAI_Ferrari
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,18.0,R,10.0,,,,,Collision,0.0,Spanish Grand Prix,Spain,5,-8.0,0,0,1,GRO_Haas F1 Team
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,19.0,R,12.0,,,,,Collision,0.0,Spanish Grand Prix,Spain,5,-7.0,0,0,1,GAS_Toro Rosso
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,20.0,R,16.0,,,,,Collision,0.0,Spanish Grand Prix,Spain,5,-4.0,0,0,1,HUL_Renault
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,3.0,,,,0 days 01:16:54.484000,Finished,25.0,Italian Grand Prix,Italy,14,2.0,1,1,0,HAM_Mercedes
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,2.0,2,1.0,,,,0 days 00:00:08.705000,Finished,18.0,Italian Grand Prix,Italy,14,-1.0,0,1,0,RAI_Ferrari
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,3.0,3,4.0,,,,0 days 00:00:14.066000,Finished,15.0,Italian Grand Prix,Italy,14,1.0,0,1,0,BOT_Mercedes
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,4.0,4,2.0,,,,0 days 00:00:16.151000,Finished,12.0,Italian Grand Prix,Italy,14,-2.0,0,0,0,VET_Ferrari
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,5.0,5,5.0,,,,0 days 00:00:18.208000,Finished,10.0,Italian Grand Prix,Italy,14,0.0,0,0,0,VER_Red Bull Racing
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,6.0,6,8.0,,,,0 days 00:00:57.761000,Finished,8.0,Italian Grand Prix,Italy,14,2.0,0,0,0,OCO_Racing Point
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,7.0,7,14.0,,,,0 days 00:00:58.678000,Finished,6.0,Italian Grand Prix,Italy,14,7.0,0,0,0,PER_Racing Point
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,8.0,8,7.0,,,,0 days 00:01:18.140000,Finished,4.0,Italian Grand Prix,Italy,14,-1.0,0,0,0,SAI_Renault
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,9.0,9,10.0,,,,,+1 Lap,2.0,Italian Grand Prix,Italy,14,1.0,0,0,1,STR_Williams
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,10.0,10,12.0,,,,,+1 Lap,1.0,Italian Grand Prix,Italy,14,2.0,0,0,1,SIR_Williams
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,11.0,11,15.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,4.0,0,0,1,LEC_Sauber
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,12.0,12,17.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,5.0,0,0,1,VAN_McLaren
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,13.0,13,20.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,7.0,0,0,1,HUL_Renault
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,14.0,14,9.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,GAS_Toro Rosso
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,15.0,15,18.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,3.0,0,0,1,ERI_Sauber
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,16.0,16,11.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,MAG_Haas F1 Team
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,17.0,R,19.0,,,,,Engine,0.0,Italian Grand Prix,Italy,14,2.0,0,0,1,RIC_Red Bull Racing
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,18.0,R,13.0,,,,,Engine,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,ALO_McLaren
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,19.0,R,16.0,,,,,Brakes,0.0,Italian Grand Prix,Italy,14,-3.0,0,0,1,HAR_Toro Rosso
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,20.0,D,6.0,,,,,Disqualified,0.0,Italian Grand Prix,Italy,14,-14.0,0,0,1,GRO_Haas F1 Team
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,1.0,1,6.0,,,,0 days 01:35:36.380000,Finished,25.0,Chinese Grand Prix,China,3,5.0,1,1,0,RIC_Red Bull Racing
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,2.0,2,3.0,,,,0 days 00:00:08.894000,Finished,18.0,Chinese Grand Prix,China,3,1.0,0,1,0,BOT_Mercedes
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,3.0,3,2.0,,,,0 days 00:00:09.637000,Finished,15.0,Chinese Grand Prix,China,3,-1.0,0,1,0,RAI_Ferrari
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,4.0,4,4.0,,,,0 days 00:00:16.985000,Finished,12.0,Chinese Grand Prix,China,3,0.0,0,0,0,HAM_Mercedes
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,5.0,5,5.0,,,,0 days 00:00:20.436000,Finished,10.0,Chinese Grand Prix,China,3,0.0,0,0,0,VER_Red Bull Racing
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,6.0,6,7.0,,,,0 days 00:00:21.052000,Finished,8.0,Chinese Grand Prix,China,3,1.0,0,0,0,HUL_Renault
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,7.0,7,13.0,,,,0 days 00:00:30.639000,Finished,6.0,Chinese Grand Prix,China,3,6.0,0,0,0,ALO_McLaren
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,8.0,8,1.0,,,,0 days 00:00:35.286000,Finished,4.0,Chinese Grand Prix,China,3,-7.0,0,0,0,VET_Ferrari
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,9.0,9,9.0,,,,0 days 00:00:35.763000,Finished,2.0,Chinese Grand Prix,China,3,0.0,0,0,0,SAI_Renault
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,10.0,10,11.0,,,,0 days 00:00:39.594000,Finished,1.0,Chinese Grand Prix,China,3,1.0,0,0,0,MAG_Haas F1 Team
31,E OCON,OCO,ocon,Force India,F596C8,force_india,Esteban,Ocon,Esteban Ocon,,,11.0,11,12.0,,,,0 days 00:00:44.050000,Finished,0.0,Chinese Grand Prix,China,3,1.0,0,0,0,OCO_Force India
11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,12.0,12,8.0,,,,0 days 00:00:44.725000,Finished,0.0,Chinese Grand Prix,China,3,-4.0,0,0,0,PER_Force India
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,13.0,13,14.0,,,,0 days 00:00:49.373000,Finished,0.0,Chinese Grand Prix,China,3,1.0,0,0,0,VAN_McLaren
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,14.0,14,18.0,,,,0 days 00:00:55.490000,Finished,0.0,Chinese Grand Prix,China,3,4.0,0,0,0,STR_Williams
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,15.0,15,16.0,,,,0 days 00:00:58.241000,Finished,0.0,Chinese Grand Prix,China,3,1.0,0,0,0,SIR_Williams
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,16.0,16,20.0,,,,0 days 00:01:02.604000,Finished,0.0,Chinese Grand Prix,China,3,4.0,0,0,0,ERI_Sauber
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,17.0,17,10.0,,,,0 days 00:01:05.296000,Finished,0.0,Chinese Grand Prix,China,3,-7.0,0,0,0,GRO_Haas F1 Team
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,18.0,18,17.0,,,,0 days 00:01:06.330000,Finished,0.0,Chinese Grand Prix,China,3,-1.0,0,0,0,GAS_Toro Rosso
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,19.0,19,19.0,,,,0 days 00:01:22.575000,Finished,0.0,Chinese Grand Prix,China,3,0.0,0,0,0,LEC_Sauber
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,20.0,20,15.0,,,,,Collision damage,0.0,Chinese Grand Prix,China,3,-5.0,0,0,1,HAR_Toro Rosso
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,3.0,,,,0 days 01:16:54.484000,Finished,25.0,Italian Grand Prix,Italy,14,2.0,1,1,0,HAM_Mercedes
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,2.0,2,1.0,,,,0 days 00:00:08.705000,Finished,18.0,Italian Grand Prix,Italy,14,-1.0,0,1,0,RAI_Ferrari
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,3.0,3,4.0,,,,0 days 00:00:14.066000,Finished,15.0,Italian Grand Prix,Italy,14,1.0,0,1,0,BOT_Mercedes
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,4.0,4,2.0,,,,0 days 00:00:16.151000,Finished,12.0,Italian Grand Prix,Italy,14,-2.0,0,0,0,VET_Ferrari
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,5.0,5,5.0,,,,0 days 00:00:18.208000,Finished,10.0,Italian Grand Prix,Italy,14,0.0,0,0,0,VER_Red Bull Racing
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,6.0,6,8.0,,,,0 days 00:00:57.761000,Finished,8.0,Italian Grand Prix,Italy,14,2.0,0,0,0,OCO_Racing Point
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,7.0,7,14.0,,,,0 days 00:00:58.678000,Finished,6.0,Italian Grand Prix,Italy,14,7.0,0,0,0,PER_Racing Point
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,8.0,8,7.0,,,,0 days 00:01:18.140000,Finished,4.0,Italian Grand Prix,Italy,14,-1.0,0,0,0,SAI_Renault
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,9.0,9,10.0,,,,,+1 Lap,2.0,Italian Grand Prix,Italy,14,1.0,0,0,1,STR_Williams
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,10.0,10,12.0,,,,,+1 Lap,1.0,Italian Grand Prix,Italy,14,2.0,0,0,1,SIR_Williams
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,11.0,11,15.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,4.0,0,0,1,LEC_Sauber
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,12.0,12,17.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,5.0,0,0,1,VAN_McLaren
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,13.0,13,20.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,7.0,0,0,1,HUL_Renault
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,14.0,14,9.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,GAS_Toro Rosso
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,15.0,15,18.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,3.0,0,0,1,ERI_Sauber
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,16.0,16,11.0,,,,,+1 Lap,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,MAG_Haas F1 Team
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,17.0,R,19.0,,,,,Engine,0.0,Italian Grand Prix,Italy,14,2.0,0,0,1,RIC_Red Bull Racing
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,18.0,R,13.0,,,,,Engine,0.0,Italian Grand Prix,Italy,14,-5.0,0,0,1,ALO_McLaren
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,19.0,R,16.0,,,,,Brakes,0.0,Italian Grand Prix,Italy,14,-3.0,0,0,1,HAR_Toro Rosso
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,20.0,D,6.0,,,,,Disqualified,0.0,Italian Grand Prix,Italy,14,-14.0,0,0,1,GRO_Haas F1 Team
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,1.0,,,,0 days 01:51:11.611000,Finished,25.0,Singapore Grand Prix,Singapore,15,0.0,1,1,0,HAM_Mercedes
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,2.0,2,2.0,,,,0 days 00:00:08.961000,Finished,18.0,Singapore Grand Prix,Singapore,15,0.0,0,1,0,VER_Red Bull Racing
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,3.0,3,3.0,,,,0 days 00:00:39.984000,Finished,15.0,Singapore Grand Prix,Singapore,15,0.0,0,1,0,VET_Ferrari
77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,4.0,4,4.0,,,,0 days 00:00:51.930000,Finished,12.0,Singapore Grand Prix,Singapore,15,0.0,0,0,0,BOT_Mercedes
7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,5.0,5,5.0,,,,0 days 00:00:53.001000,Finished,10.0,Singapore Grand Prix,Singapore,15,0.0,0,0,0,RAI_Ferrari
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,6.0,6,6.0,,,,0 days 00:00:53.982000,Finished,8.0,Singapore Grand Prix,Singapore,15,0.0,0,0,0,RIC_Red Bull Racing
14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,7.0,7,11.0,,,,0 days 00:01:43.001000,Finished,6.0,Singapore Grand Prix,Singapore,15,4.0,0,0,0,ALO_McLaren
55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,8.0,8,12.0,,,,,+1 Lap,4.0,Singapore Grand Prix,Singapore,15,4.0,0,0,1,SAI_Renault
16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,9.0,9,13.0,,,,,+1 Lap,2.0,Singapore Grand Prix,Singapore,15,4.0,0,0,1,LEC_Sauber
27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,10.0,10,10.0,,,,,+1 Lap,1.0,Singapore Grand Prix,Singapore,15,0.0,0,0,1,HUL_Renault
9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,11.0,11,14.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,3.0,0,0,1,ERI_Sauber
2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,12.0,12,18.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,6.0,0,0,1,VAN_McLaren
10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,13.0,13,15.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,2.0,0,0,1,GAS_Toro Rosso
18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,14.0,14,20.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,6.0,0,0,1,STR_Williams
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,15.0,15,8.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,-7.0,0,0,1,GRO_Haas F1 Team
11,S PEREZ,PER,perez,Racing Point,f596c8,force_india,Sergio,Perez,Sergio Perez,,,16.0,16,7.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,-9.0,0,0,1,PER_Racing Point
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,17.0,17,17.0,,,,,+1 Lap,0.0,Singapore Grand Prix,Singapore,15,0.0,0,0,1,HAR_Toro Rosso
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,18.0,18,16.0,,,,,+2 Laps,0.0,Singapore Grand Prix,Singapore,15,-2.0,0,0,1,MAG_Haas F1 Team
35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,19.0,19,19.0,,,,,+2 Laps,0.0,Singapore Grand Prix,Singapore,15,0.0,0,0,1,SIR_Williams
31,E OCON,OCO,ocon,Racing Point,f596c8,force_india,Esteban,Ocon,Esteban Ocon,,,20.0,R,9.0,,,,,Collision,0.0,Singapore Grand Prix,Singapore,15,-11.0,0,0,1,OCO_Racing Point
44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,1,1.0,,,,0 days 01:39:40.382000,Finished,25.0,Abu Dhabi Grand Prix,United Arab Emirates,21,0.0,1,1,0,HAM_Mercedes
5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,2.0,2,3.0,,,,0 days 00:00:02.581000,Finished,18.0,Abu Dhabi Grand Prix,United Arab Emirates,21,1.0,0,1,0,VET_Ferrari
